City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Warrnambool,AU,-38.3833,142.4833,51.01,92,100,9.8,overcast clouds
350,Beidao,CN,34.5686,105.8933,48.56,89,100,1.68,overcast clouds
351,Tambopata,PE,-12.7333,-69.1833,81.12,87,91,2.08,overcast clouds
352,Mackay,AU,-21.15,149.2,71.6,60,40,10.36,scattered clouds
353,Borzya,RU,50.3833,116.5167,21.81,38,88,8.14,overcast clouds
354,Belene,BG,43.65,25.1167,42.01,54,0,5.21,clear sky
355,Riyadh,SA,24.6877,46.7219,86.0,16,35,10.36,scattered clouds
356,Soyaux,FR,45.65,0.2,43.0,93,90,5.75,overcast clouds
357,The Valley,AI,18.217,-63.0578,82.4,57,20,9.22,few clouds
358,Magadi,IN,12.9667,77.2333,73.4,83,20,4.61,few clouds
359,Aklavik,CA,68.2191,-135.0107,8.6,36,13,4.61,few clouds
360,Natal,BR,-5.795,-35.2094,82.4,83,75,8.05,broken clouds
361,Portland,US,45.5234,-122.6762,57.0,38,20,10.36,few clouds
362,Boa Vista,BR,2.8197,-60.6733,82.4,65,40,5.75,light rain
363,Honiara,SB,-9.4333,159.95,77.83,86,100,3.04,overcast clouds
364,Pevek,RU,69.7008,170.3133,-17.48,100,100,4.47,overcast clouds
365,Palauig,PH,15.435,119.9045,78.31,70,57,3.71,broken clouds
366,Siddipet,IN,18.1,78.85,80.11,48,63,7.49,broken clouds
367,Canutama,BR,-6.5339,-64.3831,80.87,90,77,1.92,moderate rain
368,Tisul,RU,55.7611,88.3122,34.45,92,100,3.96,overcast clouds
369,Long Beach,US,33.767,-118.1892,70.0,63,40,8.05,scattered clouds
370,Giroc,RO,45.6942,21.2358,59.0,44,0,5.75,clear sky
371,Kailua,US,21.4022,-157.7394,78.8,64,75,9.22,broken clouds
372,Port Moresby,PG,-9.4431,147.1797,75.2,94,40,3.44,fog
373,Bemidji,US,47.4736,-94.8803,48.99,71,90,8.05,overcast clouds
374,Rio Gallegos,AR,-51.6226,-69.2181,57.2,33,0,14.97,clear sky
375,Aswan,EG,24.0934,32.907,66.96,18,0,15.05,clear sky
376,Salym,RU,60.0625,71.4789,42.98,95,100,9.93,light rain
377,Utete,TZ,-7.986,38.758,72.39,95,72,3.04,broken clouds
378,Port Macquarie,AU,-31.4333,152.9167,51.01,80,0,1.99,clear sky
379,Kaya,BF,13.0917,-1.0844,91.17,11,0,3.91,clear sky
380,Kasamwa,TZ,-2.85,32.4333,62.96,96,77,4.43,light rain
381,Port-Gentil,GA,-0.7193,8.7815,77.0,94,20,3.44,few clouds
382,Agadez,NE,19.75,10.25,86.74,6,0,9.73,clear sky
383,Tadine,NC,-21.55,167.8833,77.97,84,89,4.47,overcast clouds
384,College,US,64.8569,-147.8028,26.01,30,90,6.91,overcast clouds
385,Sungaipenuh,ID,-2.0833,101.3833,64.47,95,100,0.94,overcast clouds
386,Urumqi,CN,43.801,87.6005,48.2,21,0,4.47,clear sky
387,Mulanje,MW,-16.0316,35.5,66.81,95,98,4.92,overcast clouds
388,Risod,IN,19.9667,76.7833,80.37,37,41,7.45,scattered clouds
389,Gizo,SB,-8.103,156.8419,81.07,76,100,3.83,light rain
390,Abay,KZ,49.6311,72.8539,30.2,74,0,8.95,clear sky
391,Ugoofaaru,MV,5.6667,73.0,82.76,69,22,0.49,few clouds
392,Chimbarongo,CL,-34.7,-71.05,75.2,29,0,8.05,clear sky
393,Oktyabrskiy,RU,54.4815,53.471,46.49,86,100,4.16,overcast clouds
394,Catuday,PH,16.2923,119.8062,78.28,72,95,7.63,overcast clouds
395,Tiznit,MA,29.5833,-9.5,59.36,67,100,3.6,overcast clouds
396,Teknaf,BD,20.8624,92.3058,76.59,88,8,0.98,clear sky
397,Santa Rosa,PH,14.3122,121.1114,79.0,73,20,4.88,few clouds
398,Luderitz,NA,-26.6481,15.1594,73.83,47,0,4.99,clear sky
399,Eregli,TR,37.5133,34.0467,35.04,78,84,5.14,broken clouds
400,San Felipe,VE,10.3399,-68.7425,77.83,84,98,6.26,overcast clouds
401,Lata,PT,40.1629,-8.3327,57.0,88,19,1.34,few clouds
402,Eldorado,BR,-23.7869,-54.2836,77.99,55,73,3.56,broken clouds
403,Meulaboh,ID,4.1363,96.1285,77.11,87,97,3.09,overcast clouds
404,Nelson Bay,AU,-32.7167,152.15,52.0,62,20,11.5,few clouds
405,Wanaka,NZ,-44.7,169.15,50.0,99,68,1.01,light rain
406,Sebinkarahisar,TR,40.2883,38.4236,33.12,85,32,1.39,scattered clouds
407,Komsomolskiy,UZ,40.4272,71.7189,51.8,50,5,2.3,clear sky
408,Rawson,AR,-43.3002,-65.1023,72.16,39,0,11.36,clear sky
409,Osypenko,UA,46.9136,36.8253,45.0,100,100,1.99,overcast clouds
410,Khanpur,PK,28.6453,70.6567,82.87,10,2,6.55,clear sky
411,Chunhuhub,MX,19.55,-88.6833,105.53,21,1,4.43,clear sky
412,Ajdabiya,LY,30.7554,20.2263,65.53,24,98,9.75,overcast clouds
413,Ouesso,CG,1.6136,16.0517,71.46,97,95,2.82,overcast clouds
414,Poddorye,RU,57.4695,31.1156,45.54,90,100,4.52,overcast clouds
415,Awjilah,LY,29.1081,21.2869,63.23,20,5,11.21,clear sky
416,Conde,BR,-7.2597,-34.9075,73.4,100,90,5.75,overcast clouds
417,Stockton,US,37.9577,-121.2908,79.0,25,1,8.05,clear sky
418,Kushima,JP,31.4583,131.2333,62.6,88,75,19.57,broken clouds
419,Estrela,BR,-28.0611,-50.9383,70.39,68,26,3.67,moderate rain
420,Neman,RU,55.0311,22.0264,52.59,68,100,14.27,overcast clouds
421,Pringsewu,ID,-5.3582,104.9744,72.73,97,75,2.53,broken clouds
422,Labuhan,ID,-6.8844,112.2051,77.74,86,39,4.5,scattered clouds
423,Sudak,UA,44.85,34.9667,46.83,92,100,6.11,overcast clouds
424,Salo,IT,45.6086,10.531,51.01,100,90,2.3,overcast clouds
425,Torbay,CA,47.6666,-52.7314,33.01,100,90,16.11,mist
426,Trofors,NO,65.5333,13.4063,32.0,93,75,1.14,broken clouds
427,Inhambane,MZ,-23.865,35.3833,72.88,82,0,7.31,clear sky
428,Jawhar,SO,2.7809,45.5005,80.04,66,79,11.81,broken clouds
429,Cananeia,BR,-25.0147,-47.9267,75.72,82,3,5.61,clear sky
430,Ryotsu,JP,38.0833,138.4333,41.0,87,0,3.44,clear sky
431,Monrovia,LR,6.3005,-10.7969,78.8,94,20,7.38,few clouds
432,Maldonado,UY,-34.6667,-54.9167,66.2,68,75,16.11,broken clouds
433,Manadhoo,MV,5.7667,73.3833,82.69,69,17,1.28,few clouds
434,Tasiilaq,GL,65.6145,-37.6368,28.4,64,0,2.3,clear sky
435,Kruisfontein,ZA,-34.0033,24.7314,59.0,87,73,1.01,broken clouds
436,Menongue,AO,-14.6585,17.691,61.52,66,10,3.53,clear sky
437,Ucluelet,CA,48.9329,-125.5528,48.99,66,20,6.91,few clouds
438,Wagar,SD,16.1525,36.2032,77.63,30,3,12.5,clear sky
439,Naze,JP,28.3667,129.4833,64.89,69,52,18.92,broken clouds
440,Jacqueville,CI,5.2052,-4.4146,84.2,84,20,6.91,few clouds
441,Palafrugell,ES,41.9174,3.1631,48.2,100,75,1.14,light rain
442,Aleksandrov Gay,RU,50.147,48.5704,57.69,49,95,9.42,overcast clouds
443,Barnstaple,GB,51.0802,-4.0581,44.01,70,3,5.99,clear sky
444,Katherine,AU,-14.4667,132.2667,69.8,88,65,6.91,broken clouds
445,Constitucion,CL,-35.3333,-72.4167,66.79,59,0,17.43,clear sky
446,Maceio,BR,-9.6658,-35.7353,71.6,100,90,4.61,mist
447,Balabac,PH,7.9868,117.0645,80.51,79,31,7.83,scattered clouds
448,Wonthaggi,AU,-38.6044,145.5913,54.0,84,100,13.56,overcast clouds
449,Guaruja,BR,-23.9931,-46.2564,82.0,74,0,5.75,clear sky
450,Barguzin,RU,53.6167,109.6167,11.88,71,1,1.66,clear sky
451,Xichang,CN,27.8964,102.2634,52.65,81,3,1.9,clear sky
452,Markova,UA,48.6758,24.4138,43.0,79,100,3.74,overcast clouds
453,Waipawa,NZ,-41.4122,175.5153,66.2,77,38,14.97,light rain
454,Iquique,CL,-20.2208,-70.1431,69.8,60,0,13.8,clear sky
455,Coahuayana,MX,18.7333,-103.6833,82.4,51,40,6.91,scattered clouds
456,Jiaohe,CN,43.7286,127.3447,50.07,52,100,6.62,overcast clouds
457,Vostok,RU,46.4856,135.8833,38.46,82,100,6.71,overcast clouds
458,Kifri,IQ,34.6959,44.9661,59.79,29,0,6.73,clear sky
459,Marawi,PH,7.9986,124.2928,73.99,90,26,7.0,scattered clouds
460,Molteno,ZA,-31.3968,26.3625,66.02,43,85,2.55,overcast clouds
461,Bonthe,SL,7.5264,-12.505,81.07,83,10,7.05,clear sky
462,Narrabri,AU,-30.3167,149.7833,46.99,70,0,6.91,clear sky
463,Kolyvan,RU,55.3053,82.7391,36.0,64,0,4.47,clear sky
464,Beni Suef,EG,29.0731,31.0979,57.49,46,0,13.53,clear sky
465,Srinagar,IN,34.0833,74.8167,48.61,91,100,0.65,overcast clouds
466,Muskogee,US,35.5834,-95.3336,80.01,29,1,13.8,clear sky
467,Luba,GQ,3.4568,8.5547,84.2,74,40,23.02,scattered clouds
468,Ajaccio,FR,42.0,8.9167,59.0,94,90,1.12,moderate rain
469,Dole,FR,47.0833,5.5,43.0,87,90,8.05,overcast clouds
470,Le Port,RE,-20.9373,55.2919,77.0,65,0,8.05,clear sky
471,Zhob,PK,31.3411,69.4481,64.71,34,52,0.49,broken clouds
472,Pundaguitan,PH,6.3711,126.1689,81.0,78,90,8.97,overcast clouds
473,Beringovskiy,RU,63.05,179.3167,2.84,94,100,24.23,snow
474,Sorsk,RU,54.0033,90.2467,29.59,60,72,2.17,broken clouds
475,Adrar,MR,20.5022,-10.0711,82.17,16,28,12.21,scattered clouds
476,Panacan,PH,9.2463,118.4082,78.8,89,20,4.61,few clouds
477,Grootfontein,NA,-19.5667,18.1167,61.7,43,0,7.65,clear sky
478,Avanigadda,IN,16.0215,80.9181,79.27,78,0,3.38,clear sky
479,Leua,SK,48.2156,18.6071,55.0,52,96,5.01,overcast clouds
480,Sombrio,BR,-29.1139,-49.6167,81.63,60,8,6.85,clear sky
481,Dromolaxia,CY,34.8761,33.586,53.01,62,20,5.75,few clouds
482,Njombe,TZ,-9.3333,34.7667,57.38,92,96,8.03,overcast clouds
483,Zhezkazgan,KZ,47.8043,67.7144,43.07,62,0,17.25,clear sky
484,Xochitlan,MX,18.7,-97.7833,83.48,19,2,11.56,clear sky
485,Ternate,ID,0.8,127.4,79.63,83,99,6.82,overcast clouds
486,Mungaa,TZ,-4.9667,34.8833,58.46,94,77,5.84,broken clouds
487,Okha,RU,53.5739,142.9478,22.17,83,97,14.23,overcast clouds
488,Shubarshi,KZ,48.5872,57.1869,45.55,67,0,9.04,clear sky
489,Manggar,ID,-2.8833,108.2667,79.79,81,94,3.87,overcast clouds
490,Niesky,DE,51.2924,14.8211,57.0,58,85,10.0,overcast clouds
491,Sambava,MG,-14.2667,50.1667,76.3,87,100,9.46,overcast clouds
492,Nanakuli,US,21.3906,-158.1547,78.8,53,75,10.36,broken clouds
493,Sarangani,PH,5.4033,125.4636,82.0,71,100,1.99,overcast clouds
494,Zhigansk,RU,66.7697,123.3711,-4.41,99,32,11.81,scattered clouds
495,Churachandpur,IN,24.3333,93.6667,61.75,47,39,2.08,scattered clouds
496,Vire,FR,48.9167,-0.8333,35.6,80,0,8.05,clear sky
497,Smithers,CA,54.7804,-127.1743,41.0,36,40,11.5,scattered clouds
498,Dongsheng,CN,39.8161,109.9776,40.86,83,100,20.98,light rain
499,Pingzhuang,CN,42.0372,119.2889,45.19,72,16,11.95,few clouds
500,Ayan,RU,56.45,138.1667,12.22,73,89,10.87,overcast clouds
501,Olafsvik,IS,64.8945,-23.7142,36.1,77,98,19.42,overcast clouds
502,Gravdal,NO,68.1214,13.5031,33.8,80,75,9.22,light snow
503,Cap Malheureux,MU,-19.9842,57.6142,79.0,82,99,3.0,light rain
504,Ourinhos,BR,-22.9789,-49.8706,76.55,43,0,1.34,clear sky
505,Xinzhi,CN,36.4989,111.7047,56.08,60,98,3.42,overcast clouds
506,Carutapera,BR,-1.195,-46.02,77.85,85,99,6.31,light rain
507,Evensk,RU,61.95,159.2333,-0.35,77,16,10.09,few clouds
508,Nanortalik,GL,60.1432,-45.2371,37.42,59,0,6.06,clear sky
509,Kovur,IN,14.4833,79.9833,78.46,83,3,6.78,clear sky
510,Port-Cartier,CA,50.0334,-66.8654,55.4,58,75,4.61,broken clouds
511,Aberdeen,GB,57.1437,-2.0981,32.0,100,75,10.36,light snow
512,Sur,OM,22.5667,59.5289,81.45,63,0,9.75,clear sky
513,Filadelfia,US,39.9523,-75.1638,69.01,83,75,9.22,broken clouds
514,Boden,SE,65.8252,21.6886,30.2,80,25,2.3,scattered clouds
515,Saldanha,ZA,-33.0117,17.9442,62.6,82,100,3.44,overcast clouds
516,Emba,KZ,48.8264,58.1442,44.01,66,0,9.75,clear sky
517,Chaman,PK,30.9236,66.4512,70.27,15,21,7.34,few clouds
518,Damaturu,NG,11.747,11.9608,86.9,6,75,9.6,broken clouds
519,Saint Charles,US,38.7667,-90.7335,70.0,28,1,16.11,clear sky
520,High Rock,BS,26.6208,-78.2833,66.2,100,90,42.57,heavy intensity rain
521,Lima,PE,-12.0432,-77.0282,75.2,60,0,9.22,clear sky
522,Motril,ES,36.7507,-3.5179,63.0,66,10,1.01,clear sky
523,Mizdah,LY,31.4451,12.9801,63.82,33,100,14.76,overcast clouds
524,Nohar,IN,29.1833,74.7667,81.43,11,36,4.05,scattered clouds
525,Acapulco,MX,16.8634,-99.8901,84.2,65,1,13.8,clear sky
526,Cuicatlan,MX,17.8,-96.9667,101.26,16,2,5.08,clear sky
527,Hanstholm,DK,57.1167,8.6167,37.0,3,100,1.01,overcast clouds
528,Pyatnitskoye,RU,50.4233,37.8273,48.06,64,100,13.85,light rain
529,Bukama,CD,-9.2,25.85,68.47,94,90,2.21,light rain
530,Port Shepstone,ZA,-30.7414,30.455,74.98,87,99,8.95,overcast clouds
531,Apatou,GF,5.155,-54.3472,77.16,94,97,2.95,overcast clouds
532,Xining,CN,36.6167,101.7667,37.81,68,51,3.11,broken clouds
533,Aras,ES,42.5617,-2.356,46.4,71,75,10.36,broken clouds
534,Ariquemes,BR,-9.9133,-63.0408,78.6,89,100,2.1,overcast clouds
535,Atar,MR,20.5169,-13.0499,84.07,17,1,10.2,clear sky
536,Chiang Rai,TH,19.9167,99.9167,77.0,83,40,6.91,scattered clouds
537,Millinocket,US,45.6573,-68.7098,57.2,33,90,12.66,overcast clouds
538,Kibaya,TZ,-5.3,36.5667,58.68,98,75,4.5,broken clouds
539,Isugod,PH,9.3408,118.1196,77.5,84,57,3.27,broken clouds
540,Tarn Taran,IN,31.45,74.9253,78.8,46,40,5.75,haze
541,San Juan,AR,-31.5375,-68.5364,76.03,17,0,6.82,clear sky
542,Saint-Augustin,CA,51.226,-58.6502,43.93,88,97,20.83,overcast clouds
543,Grindavik,IS,63.8424,-22.4338,37.4,87,75,17.27,broken clouds
544,Kazerun,IR,29.6195,51.6541,72.48,23,69,5.41,broken clouds
545,Sioux Lookout,CA,50.1001,-91.917,37.4,93,90,5.75,mist
546,Kitob,UZ,39.0843,66.8332,48.2,53,0,9.22,clear sky
547,Rincon,US,32.296,-81.2354,73.4,68,75,16.11,broken clouds
548,Pavlohrad,UA,48.5167,35.8667,51.8,35,0,13.42,clear sky
549,Cuajinicuilapa,MX,16.4667,-98.4167,90.1,38,0,12.5,clear sky
550,Tahe,CN,52.3333,124.7333,20.03,46,100,5.73,overcast clouds
551,Inyonga,TZ,-6.7167,32.0667,63.03,95,98,3.8,light rain
552,Lekoni,GA,-1.5843,14.2591,75.36,82,91,6.82,light rain
553,Bangangte,CM,5.1409,10.5198,62.06,95,100,6.67,light rain
554,Klaksvik,FO,62.2266,-6.589,30.2,80,80,11.45,broken clouds
555,Vallenar,CL,-28.5708,-70.7581,79.83,30,0,7.76,clear sky
556,Nishihara,JP,26.1842,127.7558,69.8,68,40,16.11,scattered clouds
557,Bouna,CI,9.2667,-3.0,87.66,34,95,7.4,overcast clouds
558,Sistranda,NO,63.7256,8.834,35.6,80,0,4.61,clear sky
559,Wajid,SO,3.8093,43.2471,79.59,63,100,17.65,overcast clouds
560,Marsa Matruh,EG,31.3525,27.2453,57.2,58,0,5.75,clear sky
561,Marshall,US,34.3834,-86.3333,73.0,33,1,9.22,clear sky
562,Cairns,AU,-16.9167,145.7667,73.4,88,4,3.76,clear sky
563,Nouadhibou,MR,20.931,-17.0347,68.0,73,0,17.27,clear sky
564,Hohhot,CN,40.8106,111.6522,41.0,75,40,17.9,light rain
565,Mormugao,IN,15.4,73.8,80.08,77,11,0.29,few clouds
566,Dapaong,TG,10.8639,0.205,87.55,38,95,9.28,overcast clouds
567,Barentu,ER,15.1139,37.5928,75.07,35,29,5.3,scattered clouds
568,Taltal,CL,-25.4,-70.4833,66.72,72,25,5.28,scattered clouds
569,Takoradi,GH,4.8845,-1.7554,81.61,84,100,9.24,overcast clouds
570,Puerto Escondido,MX,15.85,-97.0667,86.0,74,20,5.75,few clouds
571,Kirksville,US,40.1948,-92.5833,64.99,42,1,11.5,clear sky
572,Santa Cruz,BO,-17.8,-63.1667,69.8,83,75,19.57,broken clouds
573,Port Hueneme,US,34.1478,-119.1951,71.01,59,1,11.5,clear sky
574,Sovetskiy,RU,61.3614,63.5842,33.39,91,16,7.49,few clouds
575,Mpika,ZM,-11.8343,31.4529,61.75,95,99,8.86,overcast clouds
576,Najran,SA,17.4924,44.1277,80.6,17,20,5.75,few clouds
577,Salalah,OM,17.0151,54.0924,82.4,69,20,4.61,few clouds
578,Teruel,ES,40.6667,-0.6667,53.6,93,99,14.97,mist
579,Padang,ID,-0.9492,100.3543,75.2,100,90,2.3,overcast clouds
580,Manono,CD,-7.3,27.4167,68.79,95,100,3.94,moderate rain
581,Beyneu,KZ,45.3167,55.2,57.04,43,0,12.15,clear sky
582,Letlhakeng,BW,-24.0944,25.0298,69.85,43,0,3.27,clear sky
583,Gwembe,ZM,-16.4975,27.6069,59.7,70,0,2.33,clear sky
584,Khorramshahr,IR,30.4397,48.1664,75.2,50,0,9.22,clear sky
585,Tura,IN,25.5198,90.2201,75.2,52,76,5.73,broken clouds
586,Dudinka,RU,69.4058,86.1778,27.72,90,100,21.61,overcast clouds
587,Esperance,AU,-33.8667,121.9,60.8,72,40,21.85,light rain
588,Tabou,CI,4.423,-7.3528,81.1,83,24,8.97,few clouds
589,Nhulunbuy,AU,-12.2333,136.7667,75.2,94,57,3.47,broken clouds
590,Kerman,IR,30.2832,57.0788,60.8,29,75,4.61,broken clouds
591,Zapadnaya Dvina,RU,56.259,32.0745,45.75,82,77,5.46,broken clouds
592,Temple,US,31.0982,-97.3428,86.0,21,1,17.27,clear sky
593,Pasvalys,LT,56.0594,24.4036,46.4,66,0,11.5,clear sky
594,Porteirinha,BR,-15.7433,-43.0283,82.35,40,78,8.9,broken clouds
595,Deputatskiy,RU,69.3,139.9,-19.25,95,55,2.28,broken clouds
596,Henties Bay,NA,-22.116,14.2845,75.69,51,1,9.35,clear sky
597,Nago,JP,26.5881,127.9761,69.8,73,75,11.5,broken clouds
598,Conakry,GN,9.538,-13.6773,82.4,78,35,6.91,haze
599,Coxim,BR,-18.5067,-54.76,82.94,54,81,3.98,broken clouds
600,Linhares,BR,-19.3911,-40.0722,74.07,80,16,5.06,few clouds
601,Abbeville,FR,50.1,1.8333,36.0,79,26,4.05,light rain
602,San Quintin,MX,30.4833,-115.95,62.26,70,64,10.8,broken clouds
603,Hualmay,PE,-11.0964,-77.6139,71.85,78,94,8.97,overcast clouds
604,Huaicheng,CN,23.9051,112.1931,69.24,83,22,2.01,light rain
605,Malartic,CA,48.1335,-78.1328,71.6,35,75,13.8,broken clouds
606,Chapais,CA,49.7834,-74.8492,57.2,33,75,16.11,broken clouds
607,Zhanaozen,KZ,43.3,52.8,59.67,44,1,22.86,clear sky
608,Aasiaat,GL,68.7098,-52.8699,30.15,78,100,7.61,overcast clouds
609,Katangli,RU,51.7102,143.2326,29.98,93,100,9.86,overcast clouds
610,Chippewa Falls,US,44.9369,-91.3929,48.99,87,90,8.05,overcast clouds
611,Moose Factory,CA,51.2585,-80.6094,39.2,93,90,9.22,overcast clouds
612,Basoko,CD,1.2391,23.616,69.82,89,81,3.06,broken clouds
613,Ouro Preto Do Oeste,BR,-10.7481,-62.2158,79.48,91,84,1.81,broken clouds
614,Santa Pola,ES,38.1917,-0.5658,63.0,88,0,2.3,clear sky
615,Nikolayevskaya,RU,47.6139,41.5023,50.09,87,100,9.75,overcast clouds
616,Rosetta,EG,31.4044,30.4164,59.0,55,40,11.5,scattered clouds
617,Sainte-Luce-Sur-Loire,FR,47.2538,-1.4843,39.2,81,0,5.75,clear sky
618,Manacapuru,BR,-3.2997,-60.6206,82.4,83,75,5.75,moderate rain
619,Yerbogachen,RU,61.2767,108.0108,3.61,98,67,2.51,broken clouds
620,Broken Hill,AU,-31.95,141.4333,42.8,70,16,4.61,few clouds
621,Abnub,EG,27.2696,31.1511,59.0,55,0,12.66,clear sky
622,Comodoro Rivadavia,AR,-45.8667,-67.5,73.4,40,75,17.27,broken clouds
623,Izumo,JP,35.3667,132.7667,42.8,81,40,8.05,scattered clouds
624,Lorengau,PG,-2.0226,147.2712,78.4,89,100,12.12,moderate rain
625,Puerto Narino,CO,-3.7703,-70.3831,87.8,70,75,3.44,broken clouds
626,Palm Coast,US,29.585,-81.2078,64.99,1,100,6.35,overcast clouds
627,Zyryanka,RU,65.75,150.85,-17.46,100,100,1.21,overcast clouds
628,Ishigaki,JP,24.3448,124.1572,73.4,83,20,11.5,few clouds
629,Nevel,RU,56.0209,29.9284,46.17,83,85,6.04,overcast clouds
630,Fort Nelson,CA,58.8053,-122.7002,26.6,33,20,8.05,few clouds
631,Boldumsaz,TM,42.1282,59.671,57.2,47,0,6.91,clear sky
632,Pedregulho,BR,-20.2569,-47.4767,68.38,41,0,0.94,clear sky
633,Agen,FR,44.2,0.6333,48.2,71,0,10.36,clear sky
634,Flin Flon,CA,54.7682,-101.865,33.8,64,90,12.66,overcast clouds
635,Lakatoro,VU,-16.0999,167.4164,79.84,77,95,2.8,overcast clouds
636,Oskarshamn,SE,57.2645,16.4484,37.0,91,100,2.3,overcast clouds
637,Pascagoula,US,30.3658,-88.5561,81.0,50,1,10.36,clear sky
638,Kungurtug,RU,50.5994,97.5228,15.57,88,100,2.01,overcast clouds
639,Quelimane,MZ,-17.8786,36.8883,78.8,89,40,2.3,scattered clouds
640,Khair,IN,27.95,77.8333,80.26,10,0,6.26,clear sky
641,Mahajanga,MG,-15.7167,46.3167,77.0,94,40,2.3,scattered clouds
642,Villa Bruzual,VE,9.3328,-69.1208,89.1,50,97,3.36,overcast clouds
643,Viedma,AR,-40.8135,-62.9967,69.93,31,0,7.96,clear sky
644,Micomeseng,GQ,2.1462,10.6164,70.56,98,100,2.15,overcast clouds
645,Grand Gaube,MU,-20.0064,57.6608,79.0,82,99,3.0,light rain
646,Talcahuano,CL,-36.7167,-73.1167,68.0,60,0,18.41,clear sky
647,Shenjiamen,CN,29.9576,122.298,60.33,95,100,17.63,moderate rain
648,Mohacs,HU,45.9931,18.6831,44.6,87,0,6.91,clear sky
649,Baykit,RU,61.67,96.37,28.58,97,100,2.51,overcast clouds
650,Sironko,UG,1.2313,34.2477,67.1,88,100,3.96,overcast clouds
651,Husavik,IS,66.0449,-17.3389,33.8,80,75,6.91,broken clouds
652,Tsiroanomandidy,MG,-18.7667,46.0333,66.92,89,100,3.11,overcast clouds
653,Angoche,MZ,-16.2325,39.9086,78.01,79,98,7.14,overcast clouds
654,Palu,ID,-0.8917,119.8707,74.93,95,99,2.51,overcast clouds
655,Rabo De Peixe,PT,37.8,-25.5833,62.6,94,75,8.05,broken clouds
656,Popondetta,PG,-8.7537,148.2534,71.78,93,83,3.09,broken clouds
657,Jeremie,HT,18.65,-74.1167,79.2,76,79,1.25,broken clouds
658,Stryn,NO,61.9045,6.7226,32.0,86,0,1.14,clear sky
659,Veraval,IN,20.9,70.3667,78.84,69,0,13.69,clear sky
660,Enshi,CN,30.3,109.4833,52.59,97,97,1.19,overcast clouds
661,Miranda,CO,3.2499,-76.2281,87.8,45,40,3.44,scattered clouds
662,Bridgetown,BB,13.1,-59.6167,78.8,69,40,12.66,volcanic ash
663,Brighton,GB,50.8284,-0.1395,37.0,81,30,1.99,scattered clouds
664,Kamenka,RU,51.3223,42.7678,42.01,92,100,9.71,overcast clouds
665,Laguna De Duero,ES,41.5815,-4.7233,42.01,75,0,14.97,clear sky
666,Bien Hoa,VN,10.95,106.8167,78.8,83,40,5.75,scattered clouds
667,Isla Vista,US,34.4133,-119.861,71.6,59,1,6.91,clear sky
668,Huntsville,US,34.7304,-86.5861,72.0,35,1,11.5,clear sky
669,Yeppoon,AU,-23.1333,150.7333,66.2,45,75,6.91,broken clouds
670,Kantang,TH,7.4054,99.5156,76.64,90,10,3.89,clear sky
671,Te Anau,NZ,-45.4167,167.7167,50.79,92,75,0.78,broken clouds
672,Diffa,NE,13.3154,12.6113,86.31,8,65,9.19,broken clouds
673,Ovalle,CL,-30.5983,-71.2003,79.79,29,0,7.16,clear sky
674,Caceres,ES,39.522,-6.3748,59.0,76,34,4.0,scattered clouds
675,Rundu,NA,-17.9333,19.7667,64.0,48,36,5.77,scattered clouds
676,Aleppo,SY,36.25,37.5,45.48,62,2,5.68,clear sky
677,Tahlequah,US,35.9154,-94.97,80.01,27,1,9.22,clear sky
678,Miyang,CN,24.4042,103.4428,58.77,98,24,4.0,few clouds
679,Takapau,NZ,-40.0333,176.35,61.0,90,99,1.36,overcast clouds
680,San Andres,CO,12.5847,-81.7006,86.0,74,20,10.36,few clouds
681,Chosica,PE,-11.9431,-76.7094,75.2,60,0,9.22,clear sky
682,Kapuskasing,CA,49.4169,-82.4331,59.0,63,100,13.8,overcast clouds
683,Omboue,GA,-1.5746,9.2618,77.67,86,100,3.85,overcast clouds
684,Luan,CH,46.3592,6.9759,51.01,92,100,8.99,moderate rain
685,Bambamarca,PE,-6.6833,-78.5333,58.91,82,91,6.17,light rain
686,Los Andes,CL,-32.8337,-70.5983,81.0,29,0,1.01,clear sky
687,Dhidhdhoo,MV,6.8833,73.1,82.89,66,7,2.73,clear sky
688,La Rinconada,ES,37.4873,-5.9826,62.6,77,0,8.05,clear sky
689,Dwarka,IN,22.2394,68.9678,78.98,71,0,13.09,clear sky
690,Williams Lake,CA,52.1415,-122.1445,43.0,38,75,11.5,broken clouds
691,Jiayuguan,CN,39.8167,98.3,40.64,59,1,3.83,clear sky
692,Talaya,RU,61.3833,152.75,-8.82,96,100,4.12,overcast clouds
693,Mayumba,GA,-3.432,10.6554,80.55,85,58,1.23,broken clouds
694,Mabaruma,GY,8.2,-59.7833,78.48,90,100,4.27,overcast clouds
695,Waddan,LY,29.1614,16.139,71.37,13,87,20.92,overcast clouds
696,Tobermory,CA,45.2501,-81.6665,48.2,100,100,4.7,overcast clouds
